"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US34037","Sussex County, New Jersey","51978","1940","87829","4590","95.1","1.2","89867","5081","N","N","52566","43080","N","N","-","**","N","N","N","N","N","N","-","**","N","N","40585","17522","N","N","77044","63652","N","N","72245","18409","90.2","1.5","91123","6306","0.8","0.6","31799","5121","22.9","1.7","103451","7494","50.6","1.8","94713","6124","25.7","1.4","68643","5438","37352","2160","100904","5372","36.1","3.0","102852","7945","63.9","3.0","99059","7340","83.4","2.5","109395","5743","10.9","2.0","67813","11943","5.8","1.8","75147","27894","14626","1594","53884","4597","52.4","4.8","46535","6726","42.9","4.7","38327","4472","9.5","3.3","106903","22489","47.6","4.8","63406","15346","34.9","4.8","51947","4650","12.7","3.9","105858","21701","33.9","(X)","(X)","(X)","35.4","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US34039","Union County, New Jersey","187922","1953","72028","2602","59.2","1.4","84860","3973","21.9","1.0","55146","7996","N","N","N","N","4.7","0.4","105941","14479","N","N","-","**","12.2","1.3","51589","6227","N","N","72338","10608","25.8","0.9","53361","3095","45.9","1.0","98584","4695","1.4","0.3","45803","9600","32.2","1.2","73610","7203","43.3","1.2","83880","5375","23.1","0.9","51007","5117","135811","3325","83770","4033","47.4","2.2","81093","3874","52.6","2.2","88126","5674","71.2","1.9","103700","5407","21.3","1.8","46197","5632","7.5","1.2","57387","9401","52111","3035","41792","2167","56.2","3.3","34812","6121","50.9","3.4","30424","4118","5.3","1.4","71430","20682","43.8","3.3","52432","5371","34.1","3.1","43211","5779","9.8","2.4","99188","21897","38.1","(X)","(X)","(X)","38.7","(X)","(X)","(X)","34.1","(X)","(X)","(X)",
"0500000US34041","Warren County, New Jersey","40512","1219","74867","4563","90.7","1.3","75615","5236","N","N","76558","24611","N","N","-","**","N","N","59894","48953","N","N","-","**","N","N","48571","44639","N","N","125460","119496","N","N","58870","24526","86.0","1.4","76291","5456","2.4","1.2","30474","15809","26.5","2.1","86667","19999","44.5","2.0","96804","10476","26.6","1.7","55972","8783","27082","1659","97264","7784","N","N","86336","24251","N","N","100172","5726","N","N","109002","6662","N","N","40415","8578","N","N","60947","21077","13430","1449","48543","3844","49.7","5.8","45515","11757","43.2","5.6","38836","10674","6.5","2.8","63902","18281","50.3","5.8","51111","8423","36.2","5.2","47403","7230","14.1","5.1","78632","7139","31.0","(X)","(X)","(X)","30.9","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"0500000US35001","Bernalillo County, New Mexico","262328","2956","50601","1229","75.2","1.3","52474","1831","2.5","0.4","45462","5659","4.5","0.5","32007","7181","2.0","0.3","66064","6661","N","N","-","**","13.1","1.2","38208","5572","2.6","0.5","61464","13861","42.4","0.9","43250","3417","47.8","1.0","59744","2145","4.4","0.5","24533","3289","34.4","1.0","50606","2703","36.3","0.9","60907","3541","25.0","0.8","42540","2455","159107","3873","62038","2491","42.6","1.9","48290","3495","57.4","1.9","70915","1698","67.6","2.2","77325","3766","23.2","1.8","31507","2389","9.2","1.2","51285","5898","103221","3435","31666","2016","51.0","2.1","29121","2083","43.2","2.2","26767","2357","7.8","1.4","52436","4393","49.0","2.1","35925","3581","38.0","2.1","30807","3493","11.0","1.7","62703","16763","30.6","(X)","(X)","(X)","32.5","(X)","(X)","(X)","26.4","(X)","(X)","(X)",
"0500000US35005","Chaves County, New Mexico","22516","1187","40960","4319","93.1","2.7","41034","4151","N","N","N","N","N","N","N","N","N","N","-","**","N","N","-","**","N","N","52095","9792","N","N","-","**","45.7","3.4","37237","9636","52.3","3.2","41955","4878","5.3","2.6","36885","16122","31.8","3.7","43870","6579","35.5","3.4","44606","4795","27.4","2.7","21867","3530","15342","1519","49186","5746","N","N","44773","11563","N","N","52217","10269","N","N","67145","16795","N","N","18406","13670","N","N","45023","16277","7174","1233","19026","4868","52.8","7.8","17592","4853","50.8","8.0","16839","4257","2.0","2.0","46131","25144","47.2","7.8","20625","6047","46.1","7.7","20357","6567","1.1","1.5","-","**","34.8","(X)","(X)","(X)","37.9","(X)","(X)","(X)","23.6","(X)","(X)","(X)",
"0500000US35013","Doña Ana County, New Mexico","75759","2038","37496","3647","90.8","1.5","37626","4522","N","N","45667","10212","N","N","N","N","N","N","58350","27589","N","N","-","**","N","N","36310","5126","N","N","29193","13569","60.1","2.0","33203","2943","34.9","2.0","55694","7520","7.0","1.9","17976","6328","29.5","1.9","38330","5224","36.7","2.0","45714","6447","26.8","1.7","35584","7967","52662","2712","47776","4534","40.6","2.9","37101","7295","59.4","2.9","52894","7131","68.6","3.9","59169","4785","23.3","3.4","26728","7192","8.2","2.1","29126","12155","23097","2467","21560","3531","46.7","5.0","22149","5408","38.5","4.9","19933","6212","8.2","3.8","34419","9855","53.3","5.0","21182","4709","37.4","5.1","19967","3532","15.9","3.7","30558","20618","23.8","(X)","(X)","(X)","24.8","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"0500000US35025","Lea County, New Mexico","20793","1247","55636","6114","88.2","2.6","57416","6376","N","N","N","N","N","N","N","N","N","N","-","**","N","N","-","**","N","N","38108","25317","N","N","N","N","43.5","3.0","50435","11935","49.3","3.1","59529","11585","4.5","2.7","18944","19476","38.2","3.6","64492","12944","34.6","3.5","60306","11726","22.7","2.0","41300","7327","15310","1263","62021","7398","N","N","58093","12515","N","N","64592","5651","N","N","68786","4705","N","N","27196","12888","N","N","43494","31038","5483","1214","36585","12247","44.7","9.9","18859","9331","42.1","9.5","18285","5216","2.6","3.4","-","**","55.3","9.9","44174","18252","47.5","9.9","49776","21208","7.8","7.3","14434","45494","41.0","(X)","(X)","(X)","41.9","(X)","(X)","(X)","34.4","(X)","(X)","(X)",
"0500000US35031","McKinley County, New Mexico","20061","676","31526","4099","N","N","49207","16000","N","N","-","**","67.9","3.9","26223","1899","N","N","46354","27670","N","N","-","**","N","N","N","N","N","N","-","**","N","N","34954","24406","N","N","59741","14399","2.6","1.4","10591","8073","30.0","3.6","31003","15296","42.3","3.5","41371","5183","25.1","3.2","20574","6304","13876","1151","34902","5341","39.4","4.4","26119","11079","60.6","4.4","40202","7053","48.7","5.4","58155","5339","40.6","5.3","21478","6299","10.7","2.8","25940","2136","6185","1090","16741","4922","53.2","7.5","22635","8629","43.9","7.3","17258","10813","9.4","4.9","72652","74941","46.8","7.5","12746","4184","42.4","7.5","11849","2666","4.3","3.0","32112","65161","53.5","(X)","(X)","(X)","56.8","(X)","(X)","(X)","41.5","(X)","(X)","(X)",
"0500000US35035","Otero County, New Mexico","22384","1623","43646","5075","85.2","4.1","44310","5194","N","N","68047","22566","N","N","42319","18411","N","N","2,500-","***","N","N","-","**","N","N","24389","11093","N","N","N","N","24.5","3.2","31018","7893","65.1","4.4","47209","8188","7.3","2.9","35431","8022","27.7","3.8","49535","7429","35.7","3.5","46634","12742","29.4","2.7","40551","8698","14135","1500","54377","6237","N","N","48876","13377","N","N","56360","9692","N","N","67576","10224","N","N","30210","12542","N","N","28888","8074","8249","1324","29514","5169","43.9","9.0","22981","6713","43.0","9.1","22278","6717","0.9","1.0","30219","6013","56.1","9.0","32333","8004","44.9","9.5","35742","7328","11.2","6.6","30872","22346","29.5","(X)","(X)","(X)","31.3","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US35043","Sandoval County, New Mexico","49821","1240","57158","5144","75.7","2.5","62961","6922","N","N","70761","42092","8.1","0.9","50064","6160","N","N","47083","15570","N","N","-","**","8.3","1.9","37855","12918","N","N","56492","19310","32.0","2.4","49914","3629","54.2","2.5","66007","5486","0.9","0.5","47568","24458","29.7","2.0","57444","10497","40.5","2.0","70375","6842","28.9","1.9","45643","6223","35405","1786","69271","6173","39.8","3.1","65802","18556","60.2","3.1","70791","6608","77.7","3.3","82278","9017","17.6","3.0","44405","9431","4.7","1.4","49727","9033","14416","1628","35800","7560","51.3","6.0","29762","10156","41.9","6.3","24869","10381","9.4","4.4","52625","31155","48.7","6.0","40949","5551","37.2","5.9","32756","9692","11.4","4.7","69157","35053","32.7","(X)","(X)","(X)","34.3","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0500000US35045","San Juan County, New Mexico","43093","976","52003","3775","60.2","2.2","61295","9103","N","N","63286","26920","31.1","2.2","41216","5554","N","N","N","N","N","N","-","**","N","N","42853","13528","N","N","56125","38552","16.2","1.6","45902","9881","51.1","2.1","63859","11065","4.5","1.6","51490","13841","32.6","2.2","60736","8455","35.9","1.9","68086","7456","27.0","1.4","38864","6455","29374","1733","63793","7176","40.1","2.9","61410","15274","59.9","2.9","65109","7461","70.1","3.7","80126","3773","19.7","3.3","28343","10921","10.2","2.5","48857","8113","13719","1554","32291","4340","46.1","5.5","25595","11613","40.9","4.9","23104","9883","5.3","2.5","59983","47793","53.9","5.5","36394","7990","43.6","4.6","32394","8821","10.3","4.1","61754","46267","41.3","(X)","(X)","(X)","44.9","(X)","(X)","(X)","30.6","(X)","(X)","(X)",
"0500000US35049","Santa Fe County, New Mexico","60096","1582","57863","3432","88.7","1.4","59372","3430","N","N","98625","78755","3.0","0.6","47325","22806","N","N","202735","65345","N","N","-","**","5.2","1.2","32806","7410","N","N","51250","22630","39.1","2.0","47102","4848","55.7","2.1","68173","3753","1.6","0.6","34739","10916","24.9","1.7","52777","5438","39.8","1.8","61286","7476","33.8","1.7","59898","5142","33629","2035","68835","5812","32.1","3.3","47399","5214","67.9","3.3","81820","9090","72.4","3.4","91338","5725","20.9","3.1","43630","3335","6.7","2.1","39200","12055","26467","1943","42409","4395","55.5","3.8","39356","4782","48.3","3.8","35087","7475","7.2","2.0","80179","23223","44.5","3.8","46360","4438","36.7","3.7","40714","6190","7.7","2.8","90252","23852","35.4","(X)","(X)","(X)","37.6","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"0500000US35061","Valencia County, New Mexico","26575","1081","43700","3561","84.8","3.5","44116","4653","N","N","N","N","N","N","34425","11340","N","N","-","**","N","N","-","**","N","N","34562","16523","N","N","N","N","56.6","3.1","40514","7844","38.7","3.0","50963","8184","3.6","1.9","26257","16336","27.7","2.8","37536","13553","39.0","3.2","51569","10095","29.7","2.6","38819","6729","18709","1465","46763","6195","N","N","36557","11754","N","N","56110","11533","N","N","59750","10136","N","N","26162","6221","N","N","30528","30062","7866","1214","28024","7060","53.7","8.1","23662","6840","44.2","7.6","20283","5215","9.5","4.6","73259","33943","46.3","8.1","34839","11852","26.1","6.0","31184","17328","20.2","8.5","35741","16151","35.6","(X)","(X)","(X)","34.9","(X)","(X)","(X)","35.2","(X)","(X)","(X)",
"0500000US36001","Albany County, New York","125329","2110","61754","2996","78.8","1.5","69058","3486","12.6","1.1","27035","7243","N","N","46653","46105","4.9","0.6","66309","17972","N","N","-","**","N","N","50223","38119","N","N","29081","28091","4.0","0.6","36137","6215","76.9","1.5","69531","3334","6.5","1.2","19564","9320","31.5","1.2","64470","4121","37.8","1.3","80114","6945","24.3","1.0","48626","4614","69122","2777","85897","5616","43.3","2.3","75003","7765","56.7","2.3","91363","5715","72.0","2.7","107425","6392","21.7","2.4","43033","5888","6.3","1.4","44389","20273","56207","3237","40299","2978","54.5","2.8","34797","4025","44.3","3.1","30392","3328","10.2","2.2","62667","17021","45.5","2.8","44093","6006","34.1","3.0","40906","5135","11.4","2.2","57202","17313","32.2","(X)","(X)","(X)","33.2","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US36005","Bronx County, New York","498539","3078","37525","1266","24.2","0.8","43019","4154","34.9","0.9","41675","2137","N","N","27264","14674","3.4","0.2","50285","4059","N","N","-","**","33.7","0.9","31508","1437","3.1","0.4","34451","6062","53.3","0.6","31978","977","11.2","0.4","57362","5193","2.2","0.3","32803","3797","35.3","0.9","40120","1575","41.2","0.9","42633","2906","21.2","0.7","27539","1665","331774","5984","42602","1658","47.2","1.5","36583","1282","52.8","1.5","50629","2024","43.2","1.4","61249","2523","44.6","1.4","29046","1636","12.2","1.1","42289","6774","166765","5728","23673","1723","56.1","1.9","21427","2293","51.0","2.0","18526","1732","5.1","0.8","62901","8268","43.9","1.9","26806","3333","36.8","2.0","22482","3606","7.1","1.1","65910","7438","42.5","(X)","(X)","(X)","44.9","(X)","(X)","(X)","34.7","(X)","(X)","(X)",
"0500000US36007","Broome County, New York","76957","2045","50463","2339","88.4","1.4","53301","2906","N","N","21013","10637","N","N","-","**","N","N","26165","9496","N","N","-","**","N","N","11894","3793","N","N","40220","21521","N","N","17190","9679","87.2","1.3","53666","3103","4.8","1.4","21397","4410","26.9","1.7","51171","2342","38.7","1.6","62491","6771","29.6","1.3","39821","6320","46264","2257","63692","4876","38.5","2.6","57272","7197","61.5","2.6","68723","5141","74.4","2.8","75885","3673","19.5","2.5","29206","6137","6.1","1.4","37891","11355","30693","2212","26920","2362","55.0","3.4","25656","3233","43.4","4.0","23529","3104","11.6","3.8","40182","20408","45.0","3.4","29196","5123","35.1","3.6","27191","4751","9.9","2.6","44468","16655","38.5","(X)","(X)","(X)","37.9","(X)","(X)","(X)","38.3","(X)","(X)","(X)",
"0500000US36009","Cattaraugus County, New York","31409","1137","46842","3719","93.8","0.9","48077","3416","N","N","6395","547","N","N","28393","11413","N","N","N","N","N","N","-","**","N","N","-","**","N","N","35563","12848","N","N","34773","5266","93.4","1.0","48342","3235","4.4","1.7","12948","8388","26.9","1.6","51457","2646","41.6","1.8","57524","7086","27.1","1.7","36307","2834","19505","1091","57699","5563","41.1","3.5","51529","4716","58.9","3.5","63450","5515","71.7","3.2","72245","3426","17.1","2.4","28660","2530","11.1","2.9","45065","8938","11904","1136","25977","3304","45.9","5.0","20894","4036","39.8","5.1","20287","4192","6.1","2.4","28462","21044","54.1","5.0","35583","6012","41.3","4.7","25686","4574","12.8","4.0","62203","5731","26.8","(X)","(X)","(X)","26.6","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"0500000US36011","Cayuga County, New York","30966","1110","54995","4267","97.2","1.5","56373","4013","N","N","N","N","N","N","26755","13926","N","N","-","**","N","N","-","**","N","N","-","**","N","N","31379","15132","N","N","-","**","96.7","1.6","56602","4075","2.8","1.2","40107","13471","26.3","2.1","60364","11579","42.3","2.2","66291","4454","28.6","1.8","38548","3744","18539","1025","66121","3773","40.8","3.1","55488","10864","59.2","3.1","71925","3651","71.8","3.6","77689","4963","20.7","3.5","32702","8400","7.5","1.9","50865","12569","12427","1115","36164","3863","46.9","5.6","29662","8984","39.4","5.3","26794","8153","7.4","3.2","58085","41565","53.1","5.6","41066","5531","33.5","5.0","37686","4448","19.6","4.9","68461","24387","37.3","(X)","(X)","(X)","35.0","(X)","(X)","(X)","38.2","(X)","(X)","(X)",
"0500000US36013","Chautauqua County, New York","51705","1835","42204","2801","94.7","1.4","43789","3395","N","N","17086","7168","N","N","N","N","N","N","19228","9941","N","N","-","**","N","N","N","N","N","N","N","N","N","N","19188","13205","91.3","1.3","44913","2938","3.6","1.1","25751","12503","26.6","1.9","44061","6213","39.9","1.6","52577","5099","30.0","1.4","33319","3778","31199","1743","56959","3319","39.1","3.3","53297","4945","60.9","3.3","60644","6306","77.6","3.0","65584","5616","15.8","3.0","29730","9726","6.5","1.6","37040","11977","20506","1506","24519","1851","52.0","4.1","23820","3381","40.8","3.5","21548","1391","11.1","2.7","43539","11285","48.0","4.1","25018","3829","38.3","3.7","23170","2440","9.7","2.7","39100","12245","32.9","(X)","(X)","(X)","32.4","(X)","(X)","(X)","32.5","(X)","(X)","(X)",
"0500000US36015","Chemung County, New York","34418","1411","51269","2894","90.0","1.7","51612","3212","N","N","23570","13213","N","N","-","**","N","N","110325","36182","N","N","-","**","N","N","-","**","N","N","N","N","N","N","71033","39654","88.8","1.9","51580","3076","2.8","1.4","27415","21424","28.6","2.1","55572","10719","39.5","2.5","63072","8311","29.2","1.9","37185","8117","21203","1435","69651","3954","N","N","55898","18830","N","N","73304","6345","N","N","82609","9584","N","N","36156","2719","N","N","42233","29353","13215","1580","23150","2620","64.5","7.2","22277","2195","56.3","6.8","20534","2781","8.2","2.9","54803","25316","35.5","7.2","26984","9426","29.2","7.2","26384","10433","6.3","3.1","68409","85052","32.5","(X)","(X)","(X)","31.9","(X)","(X)","(X)","32.7","(X)","(X)","(X)",
"0500000US36019","Clinton County, New York","30624","1203","55316","4840","95.9","1.6","55669","4442","N","N","N","N","N","N","N","N","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","95.3","1.8","55505","4657","7.4","1.8","46591","17763","26.8","1.8","65856","12442","39.2","2.3","59371","6344","26.6","1.5","42810","5358","20266","1295","64266","7148","N","N","57691","13716","N","N","66756","6608","N","N","72724","5003","N","N","27330","13836","N","N","57946","12380","10358","1233","32279","4492","56.6","6.4","26608","4475","44.5","6.1","22890","3499","12.0","5.7","60309","57194","43.4","6.4","43681","10583","31.0","7.3","40175","11112","12.4","5.4","77487","24927","38.1","(X)","(X)","(X)","40.8","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US36027","Dutchess County, New York","108200","2382","74115","3444","83.5","1.4","76711","3603","9.3","1.2","46031","16935","N","N","N","N","N","N","116198","18547","N","N","-","**","N","N","43271","33681","N","N","47775","12225","8.3","0.9","65757","13181","78.3","1.5","76777","3554","2.7","0.9","22985","5456","25.3","1.5","77392","7623","44.9","1.3","93994","8094","27.1","1.1","56017","4280","71176","2722","91993","4759","38.9","2.3","89001","5826","61.1","2.3","94378","5562","75.2","2.2","110525","3797","16.7","1.8","44393","5264","8.1","1.6","70796","7065","37024","2665","42124","3374","52.9","2.9","37227","4185","43.2","3.1","36572","2932","9.6","2.3","56997","21993","47.1","2.9","46614","5910","36.1","3.0","42568","6597","11.0","2.7","72682","8529","37.8","(X)","(X)","(X)","38.2","(X)","(X)","(X)","36.1","(X)","(X)","(X)",
"0500000US36029","Erie County, New York","380473","3446","54246","1403","81.7","0.7","61154","1578","13.1","0.6","28249","2816","N","N","35666","18171","2.3","0.2","46849","16858","N","N","N","N","1.4","0.3","18929","5114","N","N","30291","9842","3.4","0.3","24348","7202","80.0","0.6","61847","1569","3.3","0.4","26679","3084","29.5","0.7","58698","3182","40.0","0.7","66696","2462","27.2","0.6","39195","1563","222109","4616","73253","2634","40.7","1.4","67308","4768","59.3","1.4","76874","2289","70.0","1.5","90175","2431","22.6","1.3","37027","2873","7.4","0.8","51422","4990","158364","4898","31841","1253","54.6","1.6","26722","1542","47.4","1.6","24255","1913","7.2","1.0","68647","10896","45.4","1.6","41050","1556","35.7","1.7","36408","2301","9.7","1.0","64360","8496","36.9","(X)","(X)","(X)","38.5","(X)","(X)","(X)","33.4","(X)","(X)","(X)",
"0500000US36045","Jefferson County, New York","41415","1556","45624","3116","91.0","1.5","45325","3282","N","N","66866","8970","N","N","41902","32177","N","N","N","N","N","N","-","**","N","N","40634","22316","N","N","42014","11301","N","N","40862","13288","88.6","1.4","45772","3235","6.4","1.5","33658","2871","35.9","2.2","47352","6495","35.4","1.9","64496","11524","22.3","1.2","37037","3066","28174","1594","55102","5932","46.7","3.8","48971","6415","53.3","3.8","62263","7797","74.8","4.3","67431","7098","17.3","3.8","29939","7759","7.9","2.3","46058","9899","13241","1249","27975","4377","51.6","5.1","22289","3498","42.5","5.0","21007","1384","9.1","4.0","70650","51892","48.4","5.1","35179","8319","41.8","5.6","29792","6712","6.6","2.6","75721","36163","27.9","(X)","(X)","(X)","25.6","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
